fecha,resolucion,despacho,expediente,enlace
2019-08-30,422-2019,"Tribunal Contencioso Administrativo, Sección III",18-010369-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0034-944648
2019-11-28,194-2019,Tribunal de Casación Contencioso Administrativo y Civil de Hacienda,17-003313-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-1011-960448
2020-01-14,165-2020,Sala Primera,14-005701-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0004-980879
2020-02-20,30-2020,Tribunal de Casación Contencioso Administrativo y Civil de Hacienda,16-000266-1028-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-1011-978763
2020-02-21,16-2020,"Tribunal Contencioso Administrativo, Sección VII",19-006600-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0034-966383
2020-03-18,113-2020,"Tribunal Contencioso Administrativo, Sección III",19-004032-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0034-968498
2020-03-27,147-2020,"Tribunal Contencioso Administrativo, Sección III",18-007147-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0034-968504
2020-03-27,170-2020,"Tribunal Contencioso Administrativo, Sección III",19-004417-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0034-970294
2020-03-30,21-2020,"Tribunal Contencioso Administrativo, Sección II",19-002793-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0034-968486
2020-03-30,23-2020,"Tribunal Contencioso Administrativo, Sección II",15-001418-0166-LA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0034-968488
2020-03-30,32-2020,"Tribunal Contencioso Administrativo, Sección VII",11-007011-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0034-970315
2020-04-23,27-2020,"Tribunal Contencioso Administrativo, Sección II",16-010510-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0034-971511
2020-04-24,37-2020,"Tribunal Contencioso Administrativo, Sección IV",19-003516-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0034-971479
2020-05-20,52-2020,"Tribunal Contencioso Administrativo, Sección VII",16-000758-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0034-978944
2020-05-28,39-2020,"Tribunal Contencioso Administrativo, Sección II",19-003574-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0034-978854
2020-06-03,1967-2020,Sala Primera,14-005791-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0004-983215
2020-06-15,352-2020,"Tribunal Contencioso Administrativo, Sección III",19-004182-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0034-980059
2020-07-23,2077-2020,Sala Primera,16-002625-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0004-1016452
2020-08-06,128-2020,Tribunal de Casación Contencioso Administrativo y Civil de Hacienda,17-002692-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-1011-999208
2020-09-22,101-2020,"Tribunal Contencioso Administrativo, Sección IV",17-007411-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0034-996697
2020-09-24,176-2020,Tribunal de Casación Contencioso Administrativo y Civil de Hacienda,17-011968-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-1011-999133
2020-09-24,181-2020,Tribunal de Casación Contencioso Administrativo y Civil de Hacienda,17-011226-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-1011-999138
2020-10-16,92-2020,"Tribunal Contencioso Administrativo, Sección II",19-004278-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0034-998629
2020-10-16,96-2020,"Tribunal Contencioso Administrativo, Sección II",19-003527-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0034-998631
2020-10-21,587-2020,"Tribunal Contencioso Administrativo, Sección III",19-006634-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0034-1012444
2020-10-21,588-2020,"Tribunal Contencioso Administrativo, Sección III",19-007332-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0034-999305
2020-10-21,591-2020,"Tribunal Contencioso Administrativo, Sección III",19-008172-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0034-1012445
2020-10-22,217-2020,Tribunal de Casación Contencioso Administrativo y Civil de Hacienda,11-007437-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-1011-1024626
2020-10-26,115-2020,"Tribunal Contencioso Administrativo, Sección VII",15-010226-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0034-1002065
2020-10-30,102-2020,"Tribunal Contencioso Administrativo, Sección II",19-003531-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0034-1002129
2020-11-25,671-2020,"Tribunal Contencioso Administrativo, Sección III",20-000751-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0034-1012503
2020-11-27,109-2020,"Tribunal Contencioso Administrativo, Sección II",20-000844-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0034-1012693
2020-12-10,264-2020,Tribunal de Casación Contencioso Administrativo y Civil de Hacienda,17-008566-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-1011-1024669
2021-01-29,35-2021,"Tribunal Contencioso Administrativo, Sección III",20-002870-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0034-1023808
2021-02-25,27-2021,"Tribunal Contencioso Administrativo, Sección IV",19-004286-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0034-1026247
2021-03-22,262-2021,Tribunal Agrario,16-000051-0507-AG,https://nexuspj.poder-judicial.go.cr/document/sen-1-0034-1021703
2021-04-08,788-2021,Sala Primera,15-006644-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0004-1034473
2021-04-16,29-2021,"Tribunal Contencioso Administrativo, Sección II",19-002804-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0034-1031981
2021-06-24,75-2021,"Tribunal Contencioso Administrativo, Sección IV",19-002796-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0034-1043099
2021-06-29,258-2021,"Tribunal Contencioso Administrativo, Sección III",19-005820-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0034-1042744
2021-08-13,77-2021,"Tribunal Contencioso Administrativo, Sección II",20-000832-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0034-1047537
2021-08-17,73-2021,"Tribunal Contencioso Administrativo, Sección V",19-002751-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0034-1050660
2021-08-24,94-2021,"Tribunal Contencioso Administrativo, Sección IV",20-004398-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0034-1050914
2021-09-07,84-2021,"Tribunal Contencioso Administrativo, Sección II",19-002778-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0034-1050627
2021-09-14,85-2021,"Tribunal Contencioso Administrativo, Sección V",18-008534-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0034-1050667
2021-09-16,1514-2021,Sala Primera,16-009940-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0004-1068154
2021-09-29,408-2021,"Tribunal Contencioso Administrativo, Sección III",20-004495-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0034-1060332
2021-10-19,94-2021,"Tribunal Contencioso Administrativo, Sección II",19-003061-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0034-1059817
2021-10-26,102-2021,"Tribunal Contencioso Administrativo, Sección V",19-003557-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0034-1059891
2021-10-28,448-2021,"Tribunal Contencioso Administrativo, Sección III",19-007397-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0034-1059846
2021-10-28,452-2021,"Tribunal Contencioso Administrativo, Sección III",20-000574-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0034-1059850
2021-12-06,116-2021,"Tribunal Contencioso Administrativo, Sección V",19-003565-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0034-1064113
2022-01-13,11-2022,Sala Primera,17-007411-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0004-1075220
2022-02-03,37-2022,Tribunal de Casación Contencioso Administrativo y Civil de Hacienda,14-002555-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-1011-1101940
2022-02-04,10-2022,"Tribunal Contencioso Administrativo, Sección V",19-002196-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0034-1072282
2022-02-24,51-2022,Tribunal de Casación Contencioso Administrativo y Civil de Hacienda,17-003556-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-1011-1101953
2022-03-17,26-2022,"Tribunal Contencioso Administrativo, Sección IV",19-002752-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0034-1128273
2022-03-21,27-2022,"Tribunal Contencioso Administrativo, Sección IV",19-004275-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0034-1128278
2022-03-23,29-2022,"Tribunal Contencioso Administrativo, Sección IV",19-004288-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0034-1128279
2022-03-24,713-2022,Sala Primera,11-002735-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0004-1080584
2022-04-01,22-2022,"Tribunal Contencioso Administrativo, Sección II",20-002006-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0034-1128313
2022-04-07,33-2022,"Tribunal Contencioso Administrativo, Sección IV",20-001654-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0034-1128310
2022-04-18,24-2022,"Tribunal Contencioso Administrativo, Sección II",19-002058-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0034-1128272
2022-05-06,33-2022,"Tribunal Contencioso Administrativo, Sección II",20-001640-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0034-1093506
2022-05-12,1148-2022,Sala Primera,19-002751-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0004-1091769
2022-05-19,33-2022,"Tribunal Contencioso Administrativo, Sección V",19-004295-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0034-1093570
2022-06-02,37-2022,"Tribunal Contencioso Administrativo, Sección V",19-002784-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0034-1133352
2022-06-06,41-2022,"Tribunal Contencioso Administrativo, Sección II",20-001633-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0034-1132798
2022-06-06,69-2022,"Tribunal Contencioso Administrativo, Sección IV",18-011168-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0034-1118540
2022-06-07,557-2022,Tribunal Agrario,20-000026-0507-AG,https://nexuspj.poder-judicial.go.cr/document/sen-1-0034-1099678
2022-06-16,127-2022,Tribunal de Casación Contencioso Administrativo y Civil de Hacienda,15-010226-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-1011-1141698
2022-06-22,63-2022,"Tribunal Contencioso Administrativo, Sección IV",19-002798-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0034-1132866
2022-06-28,70-2022,"Tribunal Contencioso Administrativo, Sección I",16-000791-1028-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0034-1132742
2022-06-29,1458-2022,Sala Primera,15-009858-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0004-1099608
2022-07-13,48-2022,"Tribunal Contencioso Administrativo, Sección V",19-003074-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0034-1118596
2022-07-14,72-2022,"Tribunal Contencioso Administrativo, Sección IV",20-000840-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0034-1118946
2022-07-29,76-2022,"Tribunal Contencioso Administrativo, Sección IV",19-002756-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0034-1118594
2022-08-12,1928-2022,Sala Primera,19-003069-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0004-1116528
2022-08-29,91-2022,"Tribunal Contencioso Administrativo, Sección IX",20-001635-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0034-1136193
2022-08-30,394-2022,"Tribunal Contencioso Administrativo, Sección III",20-002869-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0034-1136149
2022-09-29,2066-2022,Sala Primera,19-003557-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0004-1116400
2022-12-22,2680-2022,Sala Primera,11-007011-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0004-1133505
2023-01-09,2-2023,"Tribunal Contencioso Administrativo, Sección V",20-000851-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0034-1155267
2023-02-28,7-2023,"Tribunal Contencioso Administrativo, Sección VII",18-011495-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0034-1155210
2023-03-06,16-2023,"Tribunal Contencioso Administrativo, Sección V",19-003550-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0034-1168837
2023-04-24,39-2023,"Tribunal Contencioso Administrativo, Sección IV",19-003063-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0034-1154579
2023-05-04,33-2023,"Tribunal Contencioso Administrativo, Sección V",20-000836-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0034-1163207
2023-05-17,45-2023,"Tribunal Contencioso Administrativo, Sección IV",20-002061-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0034-1166173
2023-05-29,81-2023,Tribunal de Casación Contencioso Administrativo y Civil de Hacienda,18-000393-1125-LA,https://nexuspj.poder-judicial.go.cr/document/sen-1-1011-1199499
2023-06-14,878-2023,Sala Primera,17-011907-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0004-1163983
2023-06-28,260-2023,"Tribunal Contencioso Administrativo, Sección II",20-003043-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0034-1168315
2023-08-25,2563-2023,Tribunal Contencioso Administrativo,21-005244-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0034-1186071
2023-09-22,3634-2023,Tribunal Contencioso Administrativo,20-001653-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0034-1188077
2023-09-29,3987-2023,Tribunal Contencioso Administrativo,20-000528-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0034-1188189
2023-10-26,4777-2023,Tribunal Contencioso Administrativo,18-001117-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0034-1196105
2023-11-22,5650-2023,Tribunal Contencioso Administrativo,17-003019-0173-LA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0034-1203803
2023-11-29,5939-2023,Tribunal Contencioso Administrativo,19-001475-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0034-1203905
2023-12-18,6525-2023,Tribunal Contencioso Administrativo,19-003540-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0034-1205806
2024-01-25,469-2024,Tribunal Contencioso Administrativo,22-003853-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0034-1214167
2024-01-26,506-2024,Tribunal Contencioso Administrativo,18-007013-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0034-1214181
2024-01-29,557-2024,Tribunal Contencioso Administrativo,16-001983-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0034-1214220
2024-01-31,631-2024,Tribunal Contencioso Administrativo,19-001513-0505-LA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0034-1214287
2024-03-13,1556-2024,Tribunal Contencioso Administrativo,23-000925-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0034-1223286
2024-05-08,2998-2024,Tribunal Contencioso Administrativo,21-000932-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0034-1232595
2024-05-10,3088-2024,Tribunal Contencioso Administrativo,15-003590-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0034-1232286
2024-06-10,3711-2024,Tribunal Contencioso Administrativo,19-002790-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0034-1244693
2024-06-17,3835-2024,Tribunal Contencioso Administrativo,21-006242-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0034-1244779
2024-06-21,3911-2024,Tribunal Contencioso Administrativo,15-006644-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0034-1244845
2024-07-17,4622-2024,Tribunal Contencioso Administrativo,22-005415-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0034-1245447
2024-08-22,1097-2024,Sala Primera,19-003209-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0004-1246466
2024-09-06,5893-2024,Tribunal Contencioso Administrativo,21-000620-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0034-1255667
2024-09-19,6239-2024,Tribunal Contencioso Administrativo,18-007665-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0034-1255760
2024-11-27,8830-2024,Tribunal Contencioso Administrativo,20-001990-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0034-1266242
2024-12-12,1805-2024,Sala Primera,19-003565-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0004-1267758
2024-12-12,180-2024,Tribunal de Casación Contencioso Administrativo y Civil de Hacienda,18-002889-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-1011-1271249
2024-12-19,1890-2024,Sala Primera,19-002196-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0004-1270838
2025-03-13,434-2025,Sala Primera,21-000785-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0004-1290665
2025-03-31,3103-2025,Tribunal Contencioso Administrativo,19-004281-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0034-1287496
2025-04-09,3559-2025,Tribunal Contencioso Administrativo,21-002781-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0034-1287799
2025-04-10,653-2025,Sala Primera,19-003074-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0004-1288148
2025-04-24,712-2025,Sala Primera,17-001557-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0004-1288892
2025-04-29,4033-2025,Tribunal Contencioso Administrativo,23-001452-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0034-1299525
2025-05-12,4406-2025,Tribunal Contencioso Administrativo,17-007414-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0034-1296225
2025-05-22,4854-2025,Tribunal Contencioso Administrativo,19-002195-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0034-1296470
2025-05-23,4930-2025,Tribunal Contencioso Administrativo,20-004390-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0034-1296505
2025-06-09,5584-2025,Tribunal Contencioso Administrativo,20-005484-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0034-1308432
2025-06-16,5895-2025,Tribunal Contencioso Administrativo,22-000291-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0034-1308619
2025-07-03,1072-2025,Sala Primera,20-000825-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0004-1317085
2025-07-08,6784-2025,Tribunal Contencioso Administrativo,19-001751-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0034-1331580
2025-07-23,7397-2025,Tribunal Contencioso Administrativo,20-000959-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0034-1331788
2025-07-28,7568-2025,Tribunal Contencioso Administrativo,19-001720-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0034-1331841
2025-08-11,8118-2025,Tribunal Contencioso Administrativo,21-005829-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0034-1332015
2025-09-30,125-2025,Tribunal de Casación Contencioso Administrativo y Civil de Hacienda,23-004575-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-1011-1342991
2025-10-07,9668-2025,Tribunal Contencioso Administrativo,21-003080-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0034-1341198
2025-10-09,128-2025,Tribunal de Casación Contencioso Administrativo y Civil de Hacienda,19-003486-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-1011-1349977
2025-10-13,9825-2025,Tribunal Contencioso Administrativo,21-008204-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0034-1342842
2025-10-27,10182-2025,Tribunal Contencioso Administrativo,21-001288-0641-LA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0034-1349547
2025-11-19,10773-2025,Tribunal Contencioso Administrativo,22-006818-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0034-1352841
2025-12-18,11420-2025,Tribunal Contencioso Administrativo,21-006018-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0034-1357125
2026-01-15,16-2026,Tribunal de Casación Contencioso Administrativo y Civil de Hacienda,21-002022-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-1011-1362548
2026-02-05,211-2026,Sala Primera,19-003071-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0004-1366976
2026-03-09,1527-2026,Tribunal Contencioso Administrativo,25-001720-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0034-1387035
2026-03-13,1636-2026,Tribunal Contencioso Administrativo,25-001723-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0034-1387071
2026-03-26,1980-2026,Tribunal Contencioso Administrativo,20-003884-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0034-1387212
2026-04-09,479-2026,Sala Primera,19-002784-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0004-1380117
