fecha,resolucion,despacho,expediente,enlace
2015-05-21,59-2015,Tribunal de Casación Contencioso Administrativo y Civil de Hacienda,13-008447-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0034-640417
2015-05-26,51-2015,"Tribunal Contencioso Administrativo, Sección VII",13-004174-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0034-641046
2015-05-28,90-2015,"Tribunal Contencioso Administrativo, Sección VI",13-004830-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0034-641044
2015-06-12,94-2015,"Tribunal Contencioso Administrativo, Sección VI",13-004506-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0034-641941
2015-07-03,111-2015,"Tribunal Contencioso Administrativo, Sección VI",14-001687-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0034-647600
2015-07-22,120-2015,"Tribunal Contencioso Administrativo, Sección VI",12-001357-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0034-644719
2015-07-29,809-2015,Sala Segunda,11-003175-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0034-645508
2015-08-11,80-2015,"Tribunal Contencioso Administrativo, Sección IV",13-003331-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0034-648594
2015-08-27,96-2015,Tribunal de Casación Contencioso Administrativo y Civil de Hacienda,11-007338-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0034-652085
2015-09-03,1048-2015,Sala Primera,12-001832-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0034-651912
2015-09-10,150-2015,"Tribunal Contencioso Administrativo, Sección VI",13-001544-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0034-648473
2015-09-23,156-2015,"Tribunal Contencioso Administrativo, Sección VI",14-006964-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0034-649861
2015-09-25,158-2015,"Tribunal Contencioso Administrativo, Sección VI",13-006890-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0034-649863
2015-09-30,165-2015,"Tribunal Contencioso Administrativo, Sección VI",12-005094-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0034-649153
2015-10-16,104-2015,"Tribunal Contencioso Administrativo, Sección V",13-005435-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0034-659148
2015-11-12,123-2015,Tribunal de Casación Contencioso Administrativo y Civil de Hacienda,10-001936-0166-LA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0034-654925
2015-11-30,204-2015,"Tribunal Contencioso Administrativo, Sección VI",14-007318-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0034-654433
2015-11-30,125-2015,"Tribunal Contencioso Administrativo, Sección VII",13-004142-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0034-654438
2016-02-01,15-2016,"Tribunal Contencioso Administrativo, Sección VIII",13-008423-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0034-657414
2016-02-18,147-2016,Sala Primera,13-004179-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0034-660952
2016-04-29,71-2016,"Tribunal Contencioso Administrativo, Sección VI",11-000901-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0034-664293
2016-06-09,70-2016,Tribunal de Casación Contencioso Administrativo y Civil de Hacienda,13-005836-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0034-671274
2016-06-29,99-2016,"Tribunal Contencioso Administrativo, Sección VI",12-000771-0679-LA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0034-668419
2016-07-06,73-2016,"Tribunal Contencioso Administrativo, Sección VIII",14-004570-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0034-669708
2016-07-22,109-2016,"Tribunal Contencioso Administrativo, Sección VI",15-001502-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0034-675202
2016-08-04,93-2016,Tribunal de Casación Contencioso Administrativo y Civil de Hacienda,13-004172-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0034-676623
2016-08-08,70-2016,"Tribunal Contencioso Administrativo, Sección IV",12-000830-0643-LA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0034-675196
2016-08-19,125-2016,"Tribunal Contencioso Administrativo, Sección VI",13-008921-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0034-675309
2016-08-30,130-2016,"Tribunal Contencioso Administrativo, Sección VI",10-001936-0166-LA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0034-675314
2016-08-31,132-2016,"Tribunal Contencioso Administrativo, Sección VI",11-007386-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0034-675316
2016-09-06,87-2016,"Tribunal Contencioso Administrativo, Sección VII",13-001605-1178-LA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0034-683864
2016-10-14,149-2016,"Tribunal Contencioso Administrativo, Sección VI",13-006424-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0034-681398
2016-11-03,136-2016,Tribunal de Casación Contencioso Administrativo y Civil de Hacienda,11-006215-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0034-686567
2017-02-17,20-2017,"Tribunal Contencioso Administrativo, Sección VI",13-005831-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0034-702198
2017-08-17,98-2017,Tribunal de Casación Contencioso Administrativo y Civil de Hacienda,14-003232-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0034-725395
2017-08-18,104-2017,"Tribunal Contencioso Administrativo, Sección VI",14-006572-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0034-723947
2017-10-31,80-2017,"Tribunal Contencioso Administrativo, Sección VII",16-002224-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0034-730997
2018-01-25,4-2018,Tribunal de Casación Contencioso Administrativo y Civil de Hacienda,15-005787-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0034-742133
2018-03-15,39-2018,Tribunal de Casación Contencioso Administrativo y Civil de Hacienda,15-005787-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0034-850957
2018-04-26,379-2018,Sala Primera,13-006761-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0034-849215
2018-04-26,59-2018,Tribunal de Casación Contencioso Administrativo y Civil de Hacienda,14-007610-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0034-850972
2018-09-27,124-2018,Tribunal de Casación Contencioso Administrativo y Civil de Hacienda,14-008485-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0034-899025
2018-11-09,138-2018,"Tribunal Contencioso Administrativo, Sección VI",15-009110-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0034-897921
2019-01-11,1-2019,"Tribunal Contencioso Administrativo, Sección VI",17-004517-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0034-905298
2019-02-28,25-2019,"Tribunal Contencioso Administrativo, Sección VI",15-010316-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0034-910827
2019-03-20,339-2019,Sala Segunda,14-000780-0639-LA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0005-918869
2019-06-19,1072-2019,Sala Segunda,16-000814-0641-LA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0005-932465
2019-07-26,372-2019,"Tribunal Contencioso Administrativo, Sección III",18-011105-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0034-930238
2019-07-31,399-2019,"Tribunal Contencioso Administrativo, Sección III",18-011101-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0034-930257
2019-08-06,1841-2019,Sala Primera,14-006572-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0004-943585
2019-08-30,456-2019,"Tribunal Contencioso Administrativo, Sección III",17-011361-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0034-944671
2019-10-31,137-2019,"Tribunal Contencioso Administrativo, Sección VI",17-003019-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0034-944773
2020-03-20,26-2020,"Tribunal Contencioso Administrativo, Sección VII",18-004488-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0034-968515
2020-03-23,33-2020,Tribunal Contencioso Administrativo,18-004121-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0034-968483
2020-04-23,46-2020,Tribunal Contencioso Administrativo,15-007534-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0034-971508
2020-06-30,48-2020,"Tribunal Contencioso Administrativo, Sección II",17-006363-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0034-982192
2020-08-26,99-2020,Tribunal Contencioso Administrativo,18-006218-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0034-990811
2020-08-28,106-2020,"Tribunal Contencioso Administrativo, Sección VI",17-001305-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0034-993571
2020-08-28,92-2020,"Tribunal Contencioso Administrativo, Sección VII",15-009973-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0034-993579
2020-09-24,2384-2020,Sala Primera,14-000862-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0004-1000343
2020-10-30,611-2020,"Tribunal Contencioso Administrativo, Sección III",19-002876-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0034-1012456
2020-11-26,155-2020,"Tribunal Contencioso Administrativo, Sección VI",13-001544-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0034-1012526
2021-02-11,28-2021,Tribunal de Casación Contencioso Administrativo y Civil de Hacienda,15-004234-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-1011-1039746
2021-05-31,49-2021,"Tribunal Contencioso Administrativo, Sección V",18-002675-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0034-1032058
2021-06-30,88-2021,"Tribunal Contencioso Administrativo, Sección VI",16-009230-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0034-1042815
2021-09-30,422-2021,"Tribunal Contencioso Administrativo, Sección III",19-002993-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0034-1059835
2021-11-09,148-2021,"Tribunal Contencioso Administrativo, Sección VI",17-007143-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0034-1059913
2021-11-26,535-2021,"Tribunal Contencioso Administrativo, Sección III",19-003935-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0034-1064072
2021-11-30,546-2021,"Tribunal Contencioso Administrativo, Sección III",19-003814-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0034-1064077
2022-01-20,6-2022,"Tribunal Contencioso Administrativo, Sección VI",16-012260-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0034-1073314
2022-03-08,19-2022,"Tribunal Contencioso Administrativo, Sección V",17-001607-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0034-1099743
2022-03-30,126-2022,"Tribunal Contencioso Administrativo, Sección III",19-003813-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0034-1107295
2022-07-07,136-2022,Tribunal de Casación Contencioso Administrativo y Civil de Hacienda,17-010865-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-1011-1141701
2022-07-12,75-2022,Tribunal Contencioso Administrativo,15-007534-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0034-1118542
2023-01-23,13-2023,Tribunal Agrario,22-000010-0029-AG,https://nexuspj.poder-judicial.go.cr/document/sen-1-0034-1142129
2023-01-26,96-2023,Sala Primera,17-001614-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0004-1136775
2023-02-14,5-2023,"Tribunal Contencioso Administrativo, Sección II",13-000004-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0034-1155221
2023-04-20,62-2023,Tribunal de Casación Contencioso Administrativo y Civil de Hacienda,18-003426-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-1011-1168762
2023-04-24,21-2023,"Tribunal Contencioso Administrativo, Sección VII",17-005731-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0034-1153580
2023-05-31,45-2023,"Tribunal Contencioso Administrativo, Sección I",19-007357-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0034-1163237
2023-05-31,38-2023,"Tribunal Contencioso Administrativo, Sección VI",17-007302-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0034-1163218
2023-06-16,1565-2023,Sala Segunda,19-000336-0173-LA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0005-1190458
2023-06-29,28-2023,"Tribunal Contencioso Administrativo, Sección II",18-000188-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0034-1168297
2023-10-13,4331-2023,Tribunal Contencioso Administrativo,18-000047-1085-LA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0034-1195791
2023-11-30,6047-2023,Tribunal Contencioso Administrativo,22-001246-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0034-1205690
2024-01-11,4-2024,Tribunal de Casación Contencioso Administrativo y Civil de Hacienda,18-000188-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-1011-1224080
2024-02-12,828-2024,Tribunal Contencioso Administrativo,20-004503-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0034-1214525
2024-06-25,4051-2024,Tribunal Contencioso Administrativo,21-007375-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0034-1245028
2024-07-31,4926-2024,Tribunal Contencioso Administrativo,17-002174-0173-LA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0034-1245684
2024-08-27,5500-2024,Tribunal Contencioso Administrativo,23-000400-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0034-1257062
2024-10-04,29217-2024,Sala Constitucional,24-025984-0007-CO,https://nexuspj.poder-judicial.go.cr/document/sen-1-0007-1389945
2024-10-07,6798-2024,Tribunal Contencioso Administrativo,19-006796-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0034-1257898
2024-12-11,9374-2024,Tribunal Contencioso Administrativo,23-002654-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0034-1270257
2025-02-19,1443-2025,Tribunal Contencioso Administrativo,20-005456-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0034-1280699
2025-05-08,820-2025,Sala Primera,22-000487-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0004-1291129
2025-07-17,7188-2025,Tribunal Contencioso Administrativo,21-000451-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0034-1331719
2025-07-17,100-2025,Tribunal de Casación Contencioso Administrativo y Civil de Hacienda,20-004503-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-1011-1323285
2025-08-05,7905-2025,Tribunal Contencioso Administrativo,16-001239-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0034-1331959
2025-08-11,8129-2025,Tribunal Contencioso Administrativo,20-002471-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0034-1332017
2025-09-08,8960-2025,Tribunal Contencioso Administrativo,17-000575-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0034-1332374
2025-09-17,3021-2025,Sala Segunda,19-000861-1102-LA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0034-1335948
2025-09-29,9445-2025,Tribunal Contencioso Administrativo,18-011517-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0034-1337258
2025-12-18,11433-2025,Tribunal Contencioso Administrativo,16-000623-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0034-1357138
2026-01-28,591-2026,Tribunal Contencioso Administrativo,21-001068-1028-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0034-1363385
2026-02-05,200-2026,Sala Primera,23-002654-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0004-1372307
2026-06-17,3990-2026,Tribunal Contencioso Administrativo,21-001919-1102-LA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0034-1410319
2026-07-13,4619-2026,Tribunal Contencioso Administrativo,20-004620-1027-CA,https://nexuspj.poder-judicial.go.cr/document/sen-1-0034-1410728
2011-11-28,1031-2011,Tribunal Registral Administrativo · Voto,,https://www.tra.go.cr/sites/default/files/2021-11/1031-2011-2010-0874-tra-pi--version-1.pdf
2014-09-30,Sesión 57-2014,Junta Directiva de la ARESEP · Acta,,https://aresep.go.cr/wp-content/uploads/2013/12/ACTA_57-2014_VERSION_FINAL.pdf
2015-01-26,Sesión 3-2015,Corte Plena · Acta,,https://nexuspj.poder-judicial.go.cr/document/act-1-0003-2947-11
2015-04-09,C-069-2015,Procuraduría General de la República · Dictamen,,https://sinalevi.go.cr/ResultadosPronunciamiento/Informacion?param1=18787&param2=1&param3=1
2015-05-25,Sesión 19-2015,Corte Plena · Acta,,https://nexuspj.poder-judicial.go.cr/document/act-1-0003-3015-15
2015-07-14,Sesión 64-2015,Consejo Superior del Poder Judicial · Acta,,https://nexuspj.poder-judicial.go.cr/document/act-1-0003-3035-70
2015-07-27,DJ-1484-2015,Contraloría General de la República · Criterios y pronunciamientos,,https://cgrfiles.cgr.go.cr/publico/docs_cgr/2015/SIGYD_D_2015013541.pdf
2015-07-30,Sesión 69-2015,Consejo Superior del Poder Judicial · Acta,,https://nexuspj.poder-judicial.go.cr/document/act-1-0003-3043-4
2015-10-19,Sesión 52-2015,Junta Directiva de la ARESEP · Acta,,https://aresep.go.cr/wp-content/uploads/2015/01/ACTA_52-2015_VERSION_FINAL.pdf
2015-11-26,Sesión 59-2015,Junta Directiva de la ARESEP · Acta,,https://aresep.go.cr/wp-content/uploads/2015/01/ACTA_59-2015_VERSION_FINAL.pdf
2015-12-07,Sesión 61-2015,Junta Directiva de la ARESEP · Acta,,https://aresep.go.cr/wp-content/uploads/2015/01/ACTA_61-2015_VERSION_FINAL.pdf
2016-03-10,Sesión 15-2016,Junta Directiva de la ARESEP · Acta,,https://aresep.go.cr/wp-content/uploads/2015/12/ACTA_15-2016_VERSION_FINAL.pdf
2016-03-31,Sesión 18-2016,Junta Directiva de la ARESEP · Acta,,https://aresep.go.cr/wp-content/uploads/2015/12/ACTA_18-2016_VERSION_FINAL.pdf
2016-05-12,Sesión 27-2016,Junta Directiva de la ARESEP · Acta,,https://aresep.go.cr/wp-content/uploads/2015/12/ACTA_27-2016_VERSION_FINAL.pdf
2016-12-20,Sesión 113-2016,Consejo Superior del Poder Judicial · Acta,,https://nexuspj.poder-judicial.go.cr/document/act-1-0003-3262-113
2017-12-01,Sesión 65-2017,Junta Directiva de la ARESEP · Acta,,https://aresep.go.cr/wp-content/uploads/2017/01/ACTA_65-2017.pdf
2018-09-05,Sesión 79-2018,Consejo Superior del Poder Judicial · Acta,,https://nexuspj.poder-judicial.go.cr/document/act-1-0003-3555-4
2018-11-06,Sesión 66-2018,Junta Directiva de la ARESEP · Acta,,https://aresep.go.cr/wp-content/uploads/2018/02/ACTA_66-2018.pdf
2019-08-29,Resolución 2471-2019,Tribunal de la Inspección Judicial · Resolución,,https://nexuspj.poder-judicial.go.cr/document/sen-1-0031-1015048
2019-12-03,Resolución 3624-2019,Tribunal de la Inspección Judicial · Resolución,,https://nexuspj.poder-judicial.go.cr/document/sen-1-0031-1010700
2020-04-15,Resolución 1162-2020,Tribunal de la Inspección Judicial · Resolución,,https://nexuspj.poder-judicial.go.cr/document/ext-1-0031-281101
